timestamp,device_id,fault_type,recovery_time,latitude,longitude
2021-01-04 06:30:00,11,连接丢失,27,30.808152856885407,120.66962189306518
2021-01-04 07:30:00,10,连接丢失,5,39.18063410445978,124.35894232645333
2021-01-04 08:30:00,8,信号质量下降,33,39.795263346574025,126.222360619764
2021-01-04 09:30:00,14,网络中断,45,31.14134089032584,129.7210346507332
2021-01-04 10:30:00,2,硬件故障,55,30.627486333240206,127.89169033499707
2021-01-04 11:30:00,7,硬件故障,32,38.6597028166091,126.68986838969703
2021-01-04 12:30:00,12,硬件故障,12,36.43256377713266,126.6400876911525
2021-01-04 13:30:00,8,网络中断,16,33.49432575705548,128.48836080924178
2021-01-04 14:30:00,10,连接丢失,4,34.73472347268819,126.6179375165994
2021-01-04 15:30:00,14,网络中断,15,39.94607117901164,121.23319929807487
2021-01-04 16:30:00,17,网络中断,59,35.03692502143324,124.22011935968666
2021-01-04 17:30:00,6,信号质量下降,36,37.30035715670501,121.276229800323
2021-01-04 18:30:00,17,连接丢失,8,35.4756829678447,125.16189945337423
2021-01-04 19:30:00,3,硬件故障,1,39.73476934630908,120.57815314249785
2021-01-04 20:30:00,19,网络中断,45,37.169290663578444,121.31934376378473
2021-01-04 21:30:00,17,连接丢失,5,38.53430800331403,129.19302190362092
2021-01-04 22:30:00,15,硬件故障,54,35.527623094782214,123.13709185141578
2021-01-04 23:30:00,17,信号质量下降,59,37.352916272648415,121.54109365266162
2021-01-05 00:30:00,10,连接丢失,26,36.9909172611267,128.9559685698004
2021-01-05 01:30:00,17,连接丢失,48,31.27360813867152,122.42010465694815
2021-01-05 02:30:00,6,网络中断,11,30.847949456927903,129.37552133771285
2021-01-05 03:30:00,4,硬件故障,36,36.91779026557306,128.32827767694718
2021-01-05 04:30:00,15,连接丢失,35,33.14568172972976,120.46967446319422
2021-01-05 05:30:00,3,连接丢失,15,31.152364402497238,126.55239930029346
2021-01-05 06:30:00,4,硬件故障,5,39.117614823043056,120.14600132537237
2021-01-05 07:30:00,19,信号质量下降,57,37.04393684863839,126.22503606877716
2021-01-05 08:30:00,8,网络中断,34,30.089623182567948,128.70192585047
2021-01-05 09:30:00,11,连接丢失,33,38.308050599941105,121.33822129403734
2021-01-05 10:30:00,6,信号质量下降,10,37.5202601487324,129.3733909478269
2021-01-05 11:30:00,8,连接丢失,50,32.32888420309216,122.87875988094929
2021-01-05 12:30:00,6,硬件故障,14,32.818166478484116,121.82729143394916
2021-01-05 13:30:00,6,网络中断,16,38.53515935410505,128.37093022613658
2021-01-05 14:30:00,5,硬件故障,38,33.736129915176505,121.58199511326916
2021-01-05 15:30:00,17,连接丢失,19,33.11742500481309,127.95136911636894
2021-01-05 16:30:00,12,网络中断,37,31.47138568182873,125.20679685423681
2021-01-05 17:30:00,10,信号质量下降,24,39.2316210007869,124.85998762998364
2021-01-05 18:30:00,12,网络中断,1,32.72439516063784,123.41301072502529
2021-01-05 19:30:00,8,连接丢失,58,34.21521694966672,129.0394469685472
2021-01-05 20:30:00,17,网络中断,30,34.48643297700372,122.46054599778796
2021-01-05 21:30:00,1,硬件故障,16,37.41638516627741,123.31013016730618
2021-01-05 22:30:00,3,硬件故障,52,39.970562173540905,128.79547008848363
2021-01-05 23:30:00,14,信号质量下降,15,38.86365588291394,121.96629906587832
2021-01-06 00:30:00,17,连接丢失,52,30.15530548055234,123.50781481733144
2021-01-06 01:30:00,9,信号质量下降,28,36.38908020446081,129.60722888789448
2021-01-06 02:30:00,8,连接丢失,15,30.114075602986993,127.31990837551886
2021-01-06 03:30:00,6,网络中断,15,31.250319915109333,129.68176566341106
2021-01-06 04:30:00,16,信号质量下降,6,37.57606613149308,128.77479554197998
2021-01-06 05:30:00,3,信号质量下降,33,32.43742943527458,124.68262423615924
2021-01-06 06:30:00,7,信号质量下降,39,33.01887582947353,121.4174936387072
2021-01-06 07:30:00,5,信号质量下降,36,32.19303178488772,125.39984970154023
2021-01-06 08:30:00,3,连接丢失,49,31.613901718094468,125.94531880797152
2021-01-06 09:30:00,19,硬件故障,3,37.9829499296716,123.8833236574377
2021-01-06 10:30:00,12,连接丢失,11,38.521981204289645,125.81697360337932
2021-01-06 11:30:00,3,硬件故障,6,33.69151989762754,122.80008436345514
2021-01-06 12:30:00,12,连接丢失,27,39.84320973288707,120.09592007645243
2021-01-06 13:30:00,7,网络中断,12,34.22946756534456,124.29041207647357
2021-01-06 14:30:00,4,信号质量下降,26,39.10981669711536,123.59213948036859
2021-01-06 15:30:00,5,硬件故障,24,35.00104799588754,125.7990595009243
2021-01-06 16:30:00,9,硬件故障,21,38.68437495451602,125.70336355654547
2021-01-06 17:30:00,14,连接丢失,36,33.581391676701216,120.37245333476434
2021-01-06 18:30:00,6,网络中断,28,34.215174423051394,122.42848593282056
2021-01-06 19:30:00,17,网络中断,31,33.92832506130069,126.80297868892723
2021-01-06 20:30:00,6,信号质量下降,32,39.50557485293035,129.33313911895934
2021-01-06 21:30:00,4,网络中断,16,34.31505703677537,128.34264600099556
2021-01-06 22:30:00,7,信号质量下降,29,39.13752840263503,123.36134620905943
2021-01-06 23:30:00,12,硬件故障,56,36.96966540113835,129.90499958759432
2021-01-07 00:30:00,12,网络中断,25,32.36212336634909,122.63255084732522
2021-01-07 01:30:00,2,连接丢失,41,38.784172248123355,127.04236974561215
2021-01-07 02:30:00,3,网络中断,18,31.652832018447434,128.68396773764866
2021-01-07 03:30:00,14,硬件故障,42,31.862025552482212,125.18391256317742
2021-01-07 04:30:00,18,连接丢失,1,33.03071688294635,127.25909237468832
2021-01-07 05:30:00,12,硬件故障,53,39.12471254750303,129.06770431245064
2021-01-07 06:30:00,2,网络中断,36,31.75077392066663,126.46258479481223
2021-01-07 07:30:00,10,网络中断,10,33.25272196728024,124.37010932332112
2021-01-07 08:30:00,3,信号质量下降,33,30.51418770745186,121.16603898011249
2021-01-07 09:30:00,12,网络中断,9,35.518823758812246,125.25780177489605
2021-01-07 10:30:00,5,硬件故障,40,34.955271772894115,126.34407463227836
2021-01-07 11:30:00,3,连接丢失,40,39.17518796328462,127.64250854972957
2021-01-07 12:30:00,14,网络中断,33,37.297521279903336,128.27554288720862
2021-01-07 13:30:00,3,连接丢失,57,32.42464338773834,127.68917462206288
2021-01-07 14:30:00,1,网络中断,22,30.775944137246192,120.58451934641575
2021-01-07 15:30:00,16,连接丢失,46,39.68762288862851,124.55535262224214
2021-01-07 16:30:00,1,硬件故障,3,34.0830597629683,122.4813505894322
2021-01-07 17:30:00,14,网络中断,7,36.029603343548054,123.75663219109919
2021-01-07 18:30:00,12,网络中断,39,31.27801542224184,128.8591123514881
2021-01-07 19:30:00,5,硬件故障,15,31.766394351024918,123.0023588474492
2021-01-07 20:30:00,17,硬件故障,58,38.307394686069244,126.30825131347149
2021-01-07 21:30:00,8,网络中断,12,31.64793629349913,124.81973194592554
2021-01-07 22:30:00,12,网络中断,24,30.515414035559264,127.08137408251355
2021-01-07 23:30:00,2,连接丢失,20,30.133793542310716,124.48647400165511
2021-01-08 00:30:00,1,硬件故障,32,31.91975756843859,125.23190954088135
2021-01-08 01:30:00,1,网络中断,13,34.03913966081042,120.72391663659944
2021-01-08 02:30:00,4,网络中断,25,39.130141840050754,126.73543176605284
2021-01-08 03:30:00,16,连接丢失,34,37.61227058166768,123.62687409894562
2021-01-08 04:30:00,10,连接丢失,17,36.33052993141412,123.9847086385278
2021-01-08 05:30:00,2,连接丢失,16,35.3419522477394,129.199902656027
2021-01-08 06:30:00,19,网络中断,16,34.118747950672265,122.19565829357836
2021-01-08 07:30:00,15,连接丢失,19,30.909644629015276,129.08649834224295
2021-01-08 08:30:00,9,网络中断,28,35.498129977399905,124.93951780452306
2021-01-08 09:30:00,11,硬件故障,57,37.66118517559597,126.76009259658237
2021-01-08 10:30:00,14,硬件故障,59,31.38708746285446,124.32115779051277
2021-01-08 11:30:00,13,连接丢失,8,37.05731894706495,123.28319860344544
2021-01-08 12:30:00,4,网络中断,33,30.482157662090106,128.8416063981759
2021-01-08 13:30:00,5,连接丢失,46,38.57285140327827,121.65750568629724
2021-01-08 14:30:00,7,网络中断,23,35.38699465511439,121.1624892915949
2021-01-08 15:30:00,4,网络中断,41,39.59020140580532,127.92412293539566
2021-01-08 16:30:00,9,连接丢失,44,39.01169789225892,121.9254255306607
2021-01-08 17:30:00,2,网络中断,45,31.009833966219617,120.58420539843853
2021-01-08 18:30:00,5,信号质量下降,36,38.575000037619205,120.00782095615632
2021-01-08 19:30:00,14,信号质量下降,58,31.152945926798555,125.39514219539477
2021-01-08 20:30:00,2,信号质量下降,9,32.809039983662814,125.70992988340885
2021-01-08 21:30:00,3,信号质量下降,56,33.521765483925506,124.76359302620904
2021-01-08 22:30:00,9,信号质量下降,35,38.031410214529956,124.68493150931077
2021-01-08 23:30:00,4,信号质量下降,23,34.95292119510439,124.58189091102963
2021-01-09 00:30:00,7,硬件故障,57,30.558253899657018,124.10418843078297
2021-01-09 01:30:00,4,硬件故障,38,38.28616799551476,120.40949004346007
2021-01-09 02:30:00,4,硬件故障,56,35.38404837703444,121.03972221050695
2021-01-09 03:30:00,3,硬件故障,40,35.60250801588391,124.83996281126251
2021-01-09 04:30:00,1,硬件故障,54,34.137274912670286,124.67909784951974
2021-01-09 05:30:00,13,连接丢失,32,35.715101122919584,122.58819192788488
2021-01-09 06:30:00,6,连接丢失,54,31.122487701498724,121.63430423827177
2021-01-09 07:30:00,7,信号质量下降,44,33.2178142599093,121.13954300556296
