timestamp,device_id,RSRP,RSRQ,SINR,user_count,traffic_data,latitude,longitude
2021-01-04 12:00:00,3,-53,-17,25,112,100,36.91158780144354,123.54628486534692
2021-01-04 13:00:00,4,-69,-7,18,69,435,39.15250403039166,123.44636470697775
2021-01-04 14:00:00,5,-91,-17,26,60,472,38.52704137289485,128.94151890419607
2021-01-04 15:00:00,7,-78,-14,3,98,101,33.289836778412784,121.35150523626287
2021-01-04 16:00:00,3,-89,-19,17,151,819,31.703526961200055,125.24131499964977
2021-01-04 17:00:00,1,-52,-7,7,113,573,30.595350232198022,120.76419639378629
2021-01-04 18:00:00,4,-57,-12,18,60,517,30.58693784852066,121.45025410896464
2021-01-04 19:00:00,11,-99,-15,17,99,441,32.30324538357443,122.66664752662697
2021-01-04 20:00:00,18,-75,-12,24,177,924,39.144209200843136,129.62857612695552
2021-01-04 21:00:00,3,-98,-10,23,197,868,31.520879110102697,128.07218414748482
2021-01-04 22:00:00,8,-84,-18,28,153,568,31.68027002835509,127.78139558704491
2021-01-04 23:00:00,17,-61,-16,23,182,188,34.712075369247586,126.10896548180575
2021-01-05 00:00:00,15,-60,-10,17,184,105,39.88421513576914,121.98721097279716
2021-01-05 01:00:00,16,-86,-12,15,122,235,37.164074124500885,126.45181183406439
2021-01-05 02:00:00,3,-77,-6,16,170,855,38.42705274430187,123.39140673539451
2021-01-05 03:00:00,3,-73,-12,17,198,195,30.06289913747999,129.3772775626823
2021-01-05 04:00:00,10,-62,-15,23,55,462,38.907652186621206,120.18756274398024
2021-01-05 05:00:00,9,-99,-10,11,143,874,36.5951365546354,121.0699095840176
2021-01-05 06:00:00,9,-68,-19,22,164,971,33.845212473885645,125.67952003275505
2021-01-05 07:00:00,17,-60,-12,23,156,130,34.607587575389175,124.49925151275663
2021-01-05 08:00:00,7,-84,-12,9,100,595,39.2322626183719,126.13563159643955
2021-01-05 09:00:00,11,-56,-15,18,100,820,37.595042522183725,123.89316244125648
2021-01-05 10:00:00,18,-78,-9,6,183,599,36.15384030702044,120.71968143829693
2021-01-05 11:00:00,6,-87,-14,16,168,746,30.732194422382893,125.79077017811676
2021-01-05 12:00:00,9,-55,-18,23,69,450,36.21250659395387,128.40255172117338
2021-01-05 13:00:00,10,-65,-13,11,128,875,32.84275065720307,122.66077376805367
2021-01-05 14:00:00,5,-61,-17,6,52,947,32.73616584327787,124.54269852258062
2021-01-05 15:00:00,9,-93,-7,11,143,561,39.612813253209126,121.87914490375736
2021-01-05 16:00:00,2,-94,-17,12,107,437,32.728904414738196,122.29235342105656
2021-01-05 17:00:00,12,-55,-17,8,131,234,38.300389204118595,125.04772609528618
2021-01-05 18:00:00,4,-76,-20,22,74,445,38.8581108553262,127.57655100388745
2021-01-05 19:00:00,2,-91,-6,28,174,279,37.35970880291018,120.15444508607654
2021-01-05 20:00:00,17,-78,-20,16,79,919,35.12272521740377,124.4348780337083
2021-01-05 21:00:00,1,-64,-18,27,119,918,39.90544314298299,122.1852059751107
2021-01-05 22:00:00,3,-89,-7,10,129,240,33.89866708836966,120.70561598522087
2021-01-05 23:00:00,14,-74,-10,26,70,338,37.183375754723954,129.16448586871903
2021-01-06 00:00:00,7,-58,-16,9,154,883,39.33641313476964,123.51924921341804
2021-01-06 01:00:00,6,-84,-18,19,107,873,39.857819408196704,121.95640221934029
2021-01-06 02:00:00,18,-55,-11,22,184,131,34.48012560828127,128.59327770217917
2021-01-06 03:00:00,13,-78,-18,24,93,738,35.8042326462322,127.58112268316597
2021-01-06 04:00:00,18,-97,-14,23,182,587,36.860636658966285,123.26270826261162
2021-01-06 05:00:00,17,-86,-12,20,107,635,32.708940363911594,120.13498957337971
2021-01-06 06:00:00,1,-100,-15,8,80,333,34.81591159690628,120.2207332555464
2021-01-06 07:00:00,15,-52,-13,23,182,460,37.76854074161458,129.01037330123913
2021-01-06 08:00:00,16,-93,-7,5,151,187,31.006389390907742,122.84441274973844
2021-01-06 09:00:00,9,-67,-14,17,181,598,34.183885008010726,120.70965291517854
2021-01-06 10:00:00,9,-51,-8,4,89,899,39.644232049953445,126.27394536272953
2021-01-06 11:00:00,8,-87,-18,6,66,463,38.00578085722576,127.7810180580528
2021-01-06 12:00:00,17,-86,-17,21,141,866,32.10965568827119,126.45297755692975
2021-01-06 13:00:00,14,-91,-7,24,193,507,33.5099650631969,122.10449307075615
2021-01-06 14:00:00,13,-95,-19,22,176,316,32.79267871424631,121.35524550449595
2021-01-06 15:00:00,10,-60,-20,15,186,190,38.44397786540368,124.62380990924247
2021-01-06 16:00:00,9,-88,-11,15,167,601,30.194643090658754,120.13713968223692
2021-01-06 17:00:00,2,-53,-19,7,74,686,34.65246209452861,120.47214021359581
2021-01-06 18:00:00,1,-56,-7,20,146,405,31.507612008005555,129.60912045724527
2021-01-06 19:00:00,8,-61,-9,18,196,808,33.36821147086484,128.48914540807726
2021-01-06 20:00:00,1,-96,-15,6,133,742,34.81164163984777,129.39088881023577
2021-01-06 21:00:00,4,-93,-6,21,78,126,32.53005124648983,120.31678744258402
2021-01-06 22:00:00,4,-84,-14,9,55,184,38.79653867699561,120.8757422308598
2021-01-06 23:00:00,12,-74,-11,12,119,198,34.414862417242425,123.70875735014504
2021-01-07 00:00:00,1,-82,-8,27,155,574,32.725862632884706,121.61714620002445
2021-01-07 01:00:00,10,-94,-16,28,66,347,31.308248341039846,125.5127241540459
2021-01-07 02:00:00,1,-79,-16,27,187,457,33.08228972496219,121.3667553992361
2021-01-07 03:00:00,9,-88,-6,25,199,489,37.426210083003554,124.68580589047404
2021-01-07 04:00:00,17,-64,-10,15,52,646,37.53317072627016,129.64884176514974
2021-01-07 05:00:00,12,-91,-10,13,64,570,36.23898416015475,120.9973867824074
2021-01-07 06:00:00,6,-55,-13,5,157,979,38.985275441172504,129.59649081621689
2021-01-07 07:00:00,18,-51,-13,8,122,412,34.78044814778629,121.436162774667
2021-01-07 08:00:00,3,-91,-12,20,98,700,37.00727477482648,120.38562915163543
2021-01-07 09:00:00,16,-56,-12,1,172,393,34.295412013879115,124.53991950744516
2021-01-07 10:00:00,10,-66,-19,0,107,164,37.619110459880055,127.61830965750214
2021-01-07 11:00:00,16,-69,-10,11,75,389,39.312356147264545,124.5034834715916
2021-01-07 12:00:00,2,-96,-11,2,80,249,37.34464131537318,123.84186183355276
2021-01-07 13:00:00,4,-52,-10,8,86,390,33.89605903067979,122.2394172983241
2021-01-07 14:00:00,8,-93,-20,15,103,883,34.79265739543966,127.40967056567705
2021-01-07 15:00:00,17,-53,-17,24,145,876,39.227401379031434,123.64153232007105
2021-01-07 16:00:00,4,-70,-15,29,196,693,32.22468189514487,120.66752229371228
2021-01-07 17:00:00,14,-88,-15,24,147,374,34.70569083879692,126.8236600619637
2021-01-07 18:00:00,8,-93,-15,9,111,846,32.161824411529906,129.19656311994763
2021-01-07 19:00:00,10,-69,-17,26,95,837,33.45839333519,126.33625416085602
2021-01-07 20:00:00,12,-79,-11,21,96,918,33.69656875820835,127.46869752000318
2021-01-07 21:00:00,15,-51,-19,24,179,556,31.39578039042358,128.3186828193134
2021-01-07 22:00:00,18,-98,-6,17,64,536,38.86487144607095,122.1500920611741
2021-01-07 23:00:00,12,-74,-12,0,99,459,33.84522645953952,123.52165908778268
2021-01-08 00:00:00,10,-97,-14,22,174,646,39.457150916116696,127.49501538496102
2021-01-08 01:00:00,9,-89,-19,13,127,133,38.546797593165266,125.1795185085215
2021-01-08 02:00:00,8,-97,-16,14,88,259,33.44147935820418,124.2063905577737
2021-01-08 03:00:00,1,-100,-11,1,130,916,31.197946371468824,125.13607588328968
2021-01-08 04:00:00,15,-100,-14,7,184,292,35.115903849748676,126.3485684598778
2021-01-08 05:00:00,7,-74,-7,11,68,534,33.43711335987799,122.99792766103225
2021-01-08 06:00:00,17,-99,-19,22,92,225,36.42033334015228,124.43413687513457
2021-01-08 07:00:00,10,-62,-8,17,190,659,35.51055194641973,122.19890043598792
2021-01-08 08:00:00,5,-65,-11,16,186,399,37.61598197975938,123.73270310218349
2021-01-08 09:00:00,11,-68,-8,11,174,212,30.3524430348312,122.76557375865013
2021-01-08 10:00:00,16,-63,-9,25,160,127,33.73815960541766,120.38120303479371
2021-01-08 11:00:00,16,-88,-11,19,184,178,34.611803640642606,123.12925325573181
2021-01-08 12:00:00,17,-98,-13,29,62,760,37.969499038570916,121.29008794039889
2021-01-08 13:00:00,3,-86,-12,12,83,132,36.95739323648223,127.60924262614449
2021-01-08 14:00:00,18,-56,-9,7,166,899,35.55841673650704,127.91096372220575
2021-01-08 15:00:00,1,-68,-19,14,85,681,33.662977371149836,128.7167411266517
2021-01-08 16:00:00,10,-71,-8,10,136,139,34.22989838699203,122.6341779184442
2021-01-08 17:00:00,6,-99,-9,9,130,935,36.45355987705666,120.88649911736276
2021-01-08 18:00:00,1,-81,-13,28,165,374,33.22335710835775,125.93283467756304
2021-01-08 19:00:00,12,-98,-10,12,78,311,36.226130088365515,126.62512889436903
2021-01-08 20:00:00,6,-54,-20,1,125,151,39.00622474757646,120.51355713714538
2021-01-08 21:00:00,8,-83,-7,0,111,861,30.220983224535594,122.92254502935972
2021-01-08 22:00:00,3,-75,-13,8,79,876,39.38517073370188,126.14392349558733
2021-01-08 23:00:00,16,-95,-19,16,142,311,32.938790248649845,127.02959462859467
2021-01-09 00:00:00,14,-96,-7,15,71,369,39.87988581875091,124.68560295416289
2021-01-09 01:00:00,1,-95,-9,26,56,219,37.89252028631508,128.77197251393721
2021-01-09 02:00:00,8,-54,-12,0,172,800,39.995628048386465,120.25994460793314
2021-01-09 03:00:00,9,-67,-15,28,188,711,31.483136266317054,123.54856904668377
2021-01-09 04:00:00,10,-80,-9,28,85,560,34.43342389208469,124.78021168688821
2021-01-09 05:00:00,3,-92,-12,4,153,784,33.42931548885323,122.65664292708352
2021-01-09 06:00:00,15,-77,-9,27,67,539,38.0948163652306,127.86449316961271
2021-01-09 07:00:00,18,-63,-16,2,150,378,30.126361758993305,128.72979439093632
